path,bytes,sha256
00_总索引与补漏复核/KMFA_HTML_UIUX_报告样板强制继承规范_v1_2.md,1090,df38dda774d1ecd91d73c863229f98e49b2fd683d8216788365be39ef012ef9f
00_总索引与补漏复核/KMFA_v1_2_最终交付检查清单.md,1293,8a6a67d6f7bdc5930fe47b23c8e4a23ce6ad1721acde9ed7751c5534ea9f310d
00_总索引与补漏复核/KMFA_全量信息承接矩阵_v1_2.csv,1390,dca33a073c7600d2d3490197e3bbb81ca72c9728dff4260d4fa8fe8495e36cf7
00_总索引与补漏复核/KMFA_补漏复核报告_v1_2.md,3262,e02bb54d811b363d9d08eacc462bd971cc3db955116db27086d05295202e61ee
01_KMFA_Codex_TaskPack_v1_1_完整防遗漏.md,10541,6446d5bcaab11be2b2e7cb4b1db673782d785062d8e9071152cabdb74b9dfcd5
01_KMFA_Codex_TaskPack_v1_2_完整防遗漏_含HTML验收样板.md,13344,39ba2d486ba282f669a4c673e573f6d818a0885fc2d7e326b9a72c7e36732dd4
02_KMFA_Codex_Development_Roadmap_18_Stages_v1_1.md,31710,de08602f659b2618883e686f88d3427a76c5358ec4f1491062d0b5df8b304cc5
02_KMFA_Codex_Development_Roadmap_18_Stages_v1_2.md,32377,2d37fc8a0a11858176711b7e0800fc75fa1870f1510d2e774cfe3be5ac51c734
03_KMFA_Codex_第一轮只读启动提示词_v1_1.md,1183,989821a1eadb4c3ceee406f3de97e38bf7865ff2d1bcfc8ad9fcd786d155d381
04_KMFA_需求追溯矩阵_v1_1.csv,3261,77b8b432b8d1769de598b56af9daa9ab24fd3e8b7673f1c34378f633fddfd87b
05_KMFA_数据治理与质量门禁_v1_1.md,1670,48dbc6419d54f994450fecc90a7aceea87bcbf7a9fb5b57fd497487d79fae81d
06_KMFA_模型公式函数参数主注册表_v1_1.yaml,1595,1af3a784429ed642e550fbf33732a361e2770c6feac2d59f46e0cb20bf4764cc
07_KMFA_业务线模块矩阵_v1_1.csv,1826,efeafbface23f989ba4a7953b926d7874870c50e727fd5acb92d31c7ae9dc51b
08_KMFA_零差异验证与测试计划_v1_1.md,1310,5b4c7dca0268ea34ba933c8a662217eb9fea887097d0afff86de62214d7d9ca8
09_KMFA_前端交互与人类可读报告规范_v1_1.md,1266,282cfd263d13a8d38b84d4271fcb09b73ecb707700a0842b38a436466476aff4
10_KMFA_最终交付检查清单_v1_1.md,1284,a12b41ef1c3f74a65fa037c1035d75501faff5cf57253791331e54037f385a64
11_KMFA_自检结果_v1_1.md,335,b9120a41f0a3a18c89ef020206041b5fa00f8386d1aad91f51f71e8893ce440f
11_KMFA_自检结果_v1_2.md,685,80b7718083206b3ba741baa2cd7504dbb9815778aef973cf0e76ec36ad6ecd12
12_KMFA_压缩包清单_SHA256_v1_1.csv,2618,b7ba5b74a77a3ee4ba42f8633126c90e2decc2f50220f69c99ee8c4fb25ecb49
20_HTML_UIUX_报告预览/00_HTML总入口_KMFA_v1_2.html,4818,b7fa56f3ead27c8542b91cdb7f310e59ec8b3a825fedd68c140485a7209d7089
20_HTML_UIUX_报告预览/01_核心HTML验收样板/KMFA_Resolution_Workbench_v0_4.html,4123,29938f0922a0af13f2ef79337978605ceb22f84c5fad79ce7a8a5c9ad1550029
20_HTML_UIUX_报告预览/01_核心HTML验收样板/KMFA_Ring5_Final_Task_Control_Board.html,4035,dada417f47d0710944fc0d3e7041ba16ad27cccccc395954711b6af99827dd9b
20_HTML_UIUX_报告预览/01_核心HTML验收样板/KMFA_数据源检查板_v0_5_blue.html,13292,0051854c10097e4e215ab0604edb9d5634a3788d1dc912560d5a3089715b4430
20_HTML_UIUX_报告预览/01_核心HTML验收样板/KMFA_系统首页预览_v4_blue.html,7380,48710cb067ad14acbed48e25c373113047f8b380bfd5d09049d5149f7d6849ad
20_HTML_UIUX_报告预览/01_核心HTML验收样板/KMFA_经营分析报告预览_v3_blue.html,10640,9f4bcf21a9d9c6bd758f583da8ab158d41a0969899592eeebfa1955dcae3bb22
20_HTML_UIUX_报告预览/01_核心HTML验收样板/KMFA_阶段三任务控制台预览_v1_0.html,2972,874a30f39ff8d3a768352d46572df396987788d5f11cb55a556801c622b225c5
20_HTML_UIUX_报告预览/01_核心HTML验收样板/KMFA_项目成本专题报告预览_v0_6_blue_zero_delta.html,6533,50ae7eaa079bf1b7d56a659c6d910c7793a7c00da4ceb3f1ee6b3796db9d67b5
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_CxO_Dashboard_Preview.html,13722,8b7c37898d3bde3e5804b98f5df41961b01c019e03e0c532283b982172e251cc
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v4__KMFA_Data_Source_Check_Board_v0_2.html,10426,136c724b6f8b505b19aca2a32014b3b6960b866bc6e56457119f634492961395
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v4__KMFA_MVP_Data_Readiness_Board_v0_3.html,7796,48a0ac5709d13155f843fe15d7dbed28428279d5653a518186bc33c5ed77f1a0
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v4__KMFA_Management_Report_Preview_v2.html,20113,280cf4bbb42421a7462cfaf3223bce24686712fff0ee75b4de87c281d18cac18
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v4__KMFA_Project_Cost_Report_Preview_v0_1.html,8954,29676eb14b924e27d58c728c7c37ced5bbb5f410e7748662a6efd1e2a29e41c1
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v4__KMFA_System_Dashboard_v3.html,46275,4a4c82b0ea876db8145ce42285eb1a7d5b786d28275994bb60695e4fb5e17be3
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v5_Quality_First_FINAL__kmfa_stage1_v5_final__01_UIUX与报告预览__KMFA_数据源检查板_v0_5_blue.html,13292,0051854c10097e4e215ab0604edb9d5634a3788d1dc912560d5a3089715b4430
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v5_Quality_First_FINAL__kmfa_stage1_v5_final__01_UIUX与报告预览__KMFA_系统首页预览_v4_blue.html,7380,48710cb067ad14acbed48e25c373113047f8b380bfd5d09049d5149f7d6849ad
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v5_Quality_First_FINAL__kmfa_stage1_v5_final__01_UIUX与报告预览__KMFA_经营分析报告预览_v3_blue.html,10640,9f4bcf21a9d9c6bd758f583da8ab158d41a0969899592eeebfa1955dcae3bb22
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v5_Quality_First_FINAL__kmfa_stage1_v5_final__01_UIUX与报告预览__KMFA_项目成本专题报告预览_v0_2_blue.html,13949,c97d2ce2f7ca38a826fdd02f15211939c77d3cec675049432682a607bc7463c6
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v5_Quality_First_FINAL__kmfa_stage1_v5_final__index.html,2120,0aa9e880c8ae5bfadcd596793579a6c7420bd6c89ecb077f478aef24392d527d
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v6_ZERO_DELTA_QUALITY_FINAL__kmfa_stage1_v6_final__01_UIUX与报告预览__KMFA_数据源检查板_v0_5_blue.html,13292,0051854c10097e4e215ab0604edb9d5634a3788d1dc912560d5a3089715b4430
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v6_ZERO_DELTA_QUALITY_FINAL__kmfa_stage1_v6_final__01_UIUX与报告预览__KMFA_系统首页预览_v4_blue.html,7380,48710cb067ad14acbed48e25c373113047f8b380bfd5d09049d5149f7d6849ad
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v6_ZERO_DELTA_QUALITY_FINAL__kmfa_stage1_v6_final__01_UIUX与报告预览__KMFA_经营分析报告预览_v3_blue.html,10640,9f4bcf21a9d9c6bd758f583da8ab158d41a0969899592eeebfa1955dcae3bb22
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v6_ZERO_DELTA_QUALITY_FINAL__kmfa_stage1_v6_final__01_UIUX与报告预览__KMFA_项目成本专题报告预览_v0_2_blue.html,13949,c97d2ce2f7ca38a826fdd02f15211939c77d3cec675049432682a607bc7463c6
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v6_ZERO_DELTA_QUALITY_FINAL__kmfa_stage1_v6_final__01_UIUX与报告预览__KMFA_项目成本专题报告预览_v0_6_blue_zero_delta.html,6533,50ae7eaa079bf1b7d56a659c6d910c7793a7c00da4ceb3f1ee6b3796db9d67b5
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Closure_Pack_v6_ZERO_DELTA_QUALITY_FINAL__kmfa_stage1_v6_final__index.html,2120,0aa9e880c8ae5bfadcd596793579a6c7420bd6c89ecb077f478aef24392d527d
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Preview_Pack_v2__kmfa_stage1_v2__KMFA_Dashboard_v2.html,37466,7e33f79487324750d8b658781fd6471f8093fdd676d31b8b08808f419689811b
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Preview_Pack_v2__kmfa_stage1_v2__KMFA_Report_Preview_v1.html,19981,3c72a9d21ef077c35a7d9c39df60e516abaa2076d289ad1a7531d141a56a27e2
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Preview_Pack_v3__kmfa_stage1_v3__KMFA_Data_Source_Check_Board_v0_2.html,10426,136c724b6f8b505b19aca2a32014b3b6960b866bc6e56457119f634492961395
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Preview_Pack_v3__kmfa_stage1_v3__KMFA_Management_Report_Preview_v2.html,20113,280cf4bbb42421a7462cfaf3223bce24686712fff0ee75b4de87c281d18cac18
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage1_Preview_Pack_v3__kmfa_stage1_v3__KMFA_System_Dashboard_v3.html,46275,4a4c82b0ea876db8145ce42285eb1a7d5b786d28275994bb60695e4fb5e17be3
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage2_Ring2_Reverse_Benchmark_Research_Pack_v0_1__kmfa_stage2_ring2__KMFA_Resolution_Workbench_Preview_v0_1.html,10957,ffeda7f89bcd8b7ae952c65fd6cf0f51b835162463516a29da754229f3f809ac
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage2_Ring3_TaskPack_Control_Pack_v0_1__kmfa_stage2_ring3_taskpack_control_v0_1__references_stage1_stage2__kmfa_stage1_v6_zero_tolerance_final__index.html,5085,8e340706504cd8f6b8873aec5f25986f5f6ac252364dcc6a11abb2c3a0076941
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage2_Ring3_TaskPack_Control_Pack_v0_1__kmfa_stage2_ring3_taskpack_control_v0_1__references_stage1_stage2__kmfa_stage2_ring2__KMFA_Resolution_Workbench_Preview_v0_1.html,10957,ffeda7f89bcd8b7ae952c65fd6cf0f51b835162463516a29da754229f3f809ac
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage2_Ring3_TaskPack_Control_Pack_v0_1__kmfa_stage2_ring3_taskpack_control_v0_1__uiux_preview__KMFA_Stage2_Ring3_Control_Board_v0_1.html,5590,f71195b1f0a190c5027eaa2594776955b6330a44b35caec46058e688818679dd
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage2_Ring4_A0_Golden_Baseline_ZERO_DELTA_Pack_v0_6__kmfa_stage2_ring4__uiux__KMFA_Resolution_Workbench_v0_4.html,4123,29938f0922a0af13f2ef79337978605ceb22f84c5fad79ce7a8a5c9ad1550029
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage2_Ring4_A0_Golden_Baseline_ZERO_DELTA_Pack_v0_6__kmfa_stage2_ring4__uiux__KMFA_Stage2_Ring4_Control_Board_v0_4.html,1524,6b026cc91729a000af91d6d192e6d3f3c3067d7eecf9f868e00280b61b1c869d
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage2_Ring5_Final_Codex_TaskPack_QUALITY_FIRST_v0_9__05_uiux_preview__KMFA_Ring5_Final_Task_Control_Board.html,4035,dada417f47d0710944fc0d3e7041ba16ad27cccccc395954711b6af99827dd9b
20_HTML_UIUX_报告预览/02_前序HTML完整归档/KMFA_Stage3_Codex_Execution_Pack_v1_0_QUALITY_LOCKED__kmfa_stage3_execution_pack_v1_0__04_UIUX与报告预览__KMFA_阶段三任务控制台预览_v1_0.html,2972,874a30f39ff8d3a768352d46572df396987788d5f11cb55a556801c622b225c5
20_HTML_UIUX_报告预览/02_前序HTML完整归档/kmfa_stage1_v2__KMFA_Dashboard_v2.html,37466,7e33f79487324750d8b658781fd6471f8093fdd676d31b8b08808f419689811b
20_HTML_UIUX_报告预览/02_前序HTML完整归档/kmfa_stage1_v2__KMFA_Report_Preview_v1.html,19981,3c72a9d21ef077c35a7d9c39df60e516abaa2076d289ad1a7531d141a56a27e2
20_HTML_UIUX_报告预览/02_前序HTML完整归档/kmfa_stage1_v3__KMFA_Data_Source_Check_Board_v0_2.html,10426,136c724b6f8b505b19aca2a32014b3b6960b866bc6e56457119f634492961395
20_HTML_UIUX_报告预览/02_前序HTML完整归档/kmfa_stage1_v3__KMFA_Management_Report_Preview_v2.html,20113,280cf4bbb42421a7462cfaf3223bce24686712fff0ee75b4de87c281d18cac18
20_HTML_UIUX_报告预览/02_前序HTML完整归档/kmfa_stage1_v3__KMFA_System_Dashboard_v3.html,46275,4a4c82b0ea876db8145ce42285eb1a7d5b786d28275994bb60695e4fb5e17be3
20_HTML_UIUX_报告预览/02_前序HTML完整归档/kmfa_stage1_v4__KMFA_MVP_Data_Readiness_Board_v0_3.html,7796,48a0ac5709d13155f843fe15d7dbed28428279d5653a518186bc33c5ed77f1a0
20_HTML_UIUX_报告预览/02_前序HTML完整归档/kmfa_stage1_v4__KMFA_Project_Cost_Report_Preview_v0_1.html,8954,29676eb14b924e27d58c728c7c37ced5bbb5f410e7748662a6efd1e2a29e41c1
20_HTML_UIUX_报告预览/HTML文件索引_v1_2.csv,12141,9002811aaf3c23a653e6afe942e0aafd010657c93ba37fdbf12832c189f9e151
21_前序生成包归档_可追溯/KMFA_ChatGPT_Stage3_Codex_Delivery_Pack_v1_1_18Stages.zip,46380,647adacf89f9dd0f15ac61ac703193e20c9d13c7762008487f5cd026fb4f9a69
21_前序生成包归档_可追溯/KMFA_Stage1_Closure_Pack_v4.zip,69836,694ceb51c3926d26c16615959c6baa584d7b92bf4f8902bc661d5cbad097dcc8
21_前序生成包归档_可追溯/KMFA_Stage1_Closure_Pack_v5_Quality_First_FINAL.zip,93161,ba8f4427a653a260c165ccbac1280536422f6c2af91afa37c1a0679d2492c2df
21_前序生成包归档_可追溯/KMFA_Stage1_Closure_Pack_v6_ZERO_DELTA_QUALITY_FINAL.zip,119913,aed311827c12aac0f5feb0105b635c9f469aa70da4599d2b3e05a06c72276861
21_前序生成包归档_可追溯/KMFA_Stage1_Preview_Pack_v2.zip,40758,ee21aeac47f3e7ab675d2e50971d4cd7bcc851dba45fc1cac487a93bd6ced72e
21_前序生成包归档_可追溯/KMFA_Stage1_Preview_Pack_v3.zip,46618,97057220bd587c422e5329c56ec7cd8e5f864c72fff012e1fab0ae52d67d7cb0
21_前序生成包归档_可追溯/KMFA_Stage2_Kickoff_Pack_v1_ZERO_DELTA_BASELINE.zip,37349,efb4084942c4a4e7752d3a0db2b646969205817dd6e2c96694ed8c1f71914424
21_前序生成包归档_可追溯/KMFA_Stage2_Ring2_Reverse_Benchmark_Research_Pack_v0_1.zip,32746,a271afad6511cf5ab6ae423e970af1de7e957e86b2d1e55b09424455700b9f26
21_前序生成包归档_可追溯/KMFA_Stage2_Ring3_TaskPack_Control_Pack_v0_1.zip,118640,1b85811d5024aa0cdc1cce811da73d612659c67da05be449b162cf4367e82ddb
21_前序生成包归档_可追溯/KMFA_Stage2_Ring4_A0_Golden_Baseline_ZERO_DELTA_Pack_v0_6.zip,1220095,12543650ebdb13157c6d051291ad50043b0d8da0682ab3b2a66eab4683880b6a
21_前序生成包归档_可追溯/KMFA_Stage2_Ring5_Final_Codex_TaskPack_QUALITY_FIRST_v0_9.zip,1532892,db9c2da749af8e3c252d2f360dc2655bf97b74cb09ec901860fa375cb6becef5
21_前序生成包归档_可追溯/KMFA_Stage3_Codex_Execution_Pack_v1_0_QUALITY_LOCKED.zip,80134,b3fe3fa582d6f6797fbe821188665c96d07f6da70ba95ca86b809f7340962992
21_前序生成包归档_可追溯/前序生成压缩包_SHA256_v1_2.csv,1496,c623372167f6cd635fd418ea71a283d7d54c6278f8e5198e5aa332c47c4d5211
90_用户原始上传数据_仅本地私有_禁止提交GitHub/Pasted markdown.md,21850,ed3765dec8a232444f5534518724ba17c8f5402b0639508d4eb49f15c3925dcf
90_用户原始上传数据_仅本地私有_禁止提交GitHub/Screen Recording 2026-06-29 at 12.32.30.mov,53182795,2e545b9d6daba9fcff3b2ac720129d161a0534a2339a6fdc80c4291a8670f1e1
90_用户原始上传数据_仅本地私有_禁止提交GitHub/WPS.zip,11750582,9c6fc6af89cf5823491176ced091fc3eaf91da17dec1395dfbfc617d69ccf1a0
90_用户原始上传数据_仅本地私有_禁止提交GitHub/用户原始上传数据_SHA256_v1_2.csv,1013,ecc97e9ff49a633e5dd5fcc2a1d588d5597d151a265a807008eedd7f7bfea3a4
90_用户原始上传数据_仅本地私有_禁止提交GitHub/PRIVATE_RAW_SOURCE_004.zip,38758851,55e6b856552c37c6c6d976df0bb5e724f956b289ed1dcbe8b7a638ecf498a9cc
90_用户原始上传数据_仅本地私有_禁止提交GitHub/PRIVATE_RAW_SOURCE_005.zip,1434787,8c952f81409663ab862c42fb8ec91f2e9bbe30bc62b6fee9714f95cd689c36d1
91_前序散件归档/KMFA_ChatGPT_Stage3_Codex_Delivery_v1_1/01_KMFA_Codex_TaskPack_v1_1_完整防遗漏.md,10541,6446d5bcaab11be2b2e7cb4b1db673782d785062d8e9071152cabdb74b9dfcd5
91_前序散件归档/KMFA_ChatGPT_Stage3_Codex_Delivery_v1_1/02_KMFA_Codex_Development_Roadmap_18_Stages_v1_1.md,31710,de08602f659b2618883e686f88d3427a76c5358ec4f1491062d0b5df8b304cc5
91_前序散件归档/kmfa_stage1_v2/KMFA_DATA_READINESS_MATRIX_v0_1.csv,6110,9d638bf46d5abcd185d7e36b9511abddcedbc52261077b63e1f9c6bb962362c5
91_前序散件归档/kmfa_stage1_v2/KMFA_Dashboard_v2.html,37466,7e33f79487324750d8b658781fd6471f8093fdd676d31b8b08808f419689811b
91_前序散件归档/kmfa_stage1_v2/KMFA_FORMULA_REGISTRY_v0_1.yaml,15944,2edccccdd6c2a2c95fc9966ec5f61c1db9c417225c6bcf28b9acf8d78b1db778
91_前序散件归档/kmfa_stage1_v2/KMFA_FULL_ROADMAP_STAGE_PHASE_TASK_v0_2.md,35651,80223cad59bd6f4c19e8f655ca542e2f647cd126b9093314f0270ac8a6a3215f
91_前序散件归档/kmfa_stage1_v2/KMFA_Report_Preview_v1.html,19981,3c72a9d21ef077c35a7d9c39df60e516abaa2076d289ad1a7531d141a56a27e2
91_前序散件归档/kmfa_stage1_v3/KMFA_ChatGPT_Stage1_to_Stage2_Gate_Review_v0_1.md,6865,0f533f47cbd752e1c48da62ce6d90f17f38695bf9f2eca777b65f69e214e5b70
91_前序散件归档/kmfa_stage1_v3/KMFA_Data_Relation_Model_v0_1.md,7525,a350bc66d684546d29b0973b63c5e9a2ecf9b26eb6298ce4e261d8256a99bcf5
91_前序散件归档/kmfa_stage1_v3/KMFA_Data_Source_Check_Board_v0_2.html,10426,136c724b6f8b505b19aca2a32014b3b6960b866bc6e56457119f634492961395
91_前序散件归档/kmfa_stage1_v3/KMFA_Data_Source_Check_Matrix_v0_2.csv,6549,c66f90f73d660287fd47e69e007b43534091c5650ecbe56f138155492a34bbc9
91_前序散件归档/kmfa_stage1_v3/KMFA_FORMULA_REGISTRY_v0_2.yaml,15455,a7cc28034c23832235f8e196c488100ae06280c8a2c8909da70f453f7987b23f
91_前序散件归档/kmfa_stage1_v3/KMFA_FULL_ROADMAP_STAGE_PHASE_TASK_v0_3.md,16407,de441d9ef562bf8375f62494924e481d3c4b26c56f29627334352a1ea7488802
91_前序散件归档/kmfa_stage1_v3/KMFA_Management_Report_Preview_v2.html,20113,280cf4bbb42421a7462cfaf3223bce24686712fff0ee75b4de87c281d18cac18
91_前序散件归档/kmfa_stage1_v3/KMFA_System_Dashboard_v3.html,46275,4a4c82b0ea876db8145ce42285eb1a7d5b786d28275994bb60695e4fb5e17be3
91_前序散件归档/kmfa_stage1_v4/KMFA_FAST_TRACK_ROADMAP_STAGE_PHASE_TASK_v0_4.md,7212,4b76916d22b4f5bcd285a672cfceb852ae13bfbd17fc6bdafff9ee8deef422e1
91_前序散件归档/kmfa_stage1_v4/KMFA_FORMULA_REGISTRY_v0_3_PROJECT_COST.yaml,5475,cc85a44d921d68fa452ec0009bd1c6e0201eb1c56b0eeb90047e14fd40cb9ad6
91_前序散件归档/kmfa_stage1_v4/KMFA_MVP_Data_Readiness_Board_v0_3.html,7796,48a0ac5709d13155f843fe15d7dbed28428279d5653a518186bc33c5ed77f1a0
91_前序散件归档/kmfa_stage1_v4/KMFA_PROJECT_COST_ANALYSIS_MVP_SPEC_v0_1.md,4670,7b240381cdf51eb4848e2abd2de6be2470c6a654094f9062a6b5e003f1e41a35
91_前序散件归档/kmfa_stage1_v4/KMFA_Project_Cost_Report_Preview_v0_1.html,8954,29676eb14b924e27d58c728c7c37ced5bbb5f410e7748662a6efd1e2a29e41c1
91_前序散件归档/kmfa_stage1_v4/KMFA_Stage1_Closure_Confirmation_v1.md,3646,e832223018a4e8a37f9e3a14b0e99d0108a2670d0a9b621d4863d02d59aac018
91_前序散件归档/kmfa_stage1_v4/KMFA_Uploaded_Data_Source_Inventory_v0_1.csv,13844,1dd41b6190c414ffc04f29eaa1c5d8e17bda3fe8faf45b93b92b12a6bfe621a1
91_前序散件归档/kmfa_stage1_v4/KMFA_Uploaded_Data_Source_Summary_v0_1.md,1396,93828a726837c1582e11615a291c4f7ff32173d29e01ce19daba6e483ea90ddb
91_前序散件归档/前序散件_SHA256_v1_2.csv,3481,863eeb6425b81e9b6a50fafe5b5009b1267588141a657d3543600907d4dd6278
92_工具与代码/check_required_html.py,881,286cfac266dc74b2014d097acfb1e0ff4dfc03ded1552a5ef5521bb9b9504d94
92_工具与代码/check_v1_2_no_omission.py,1185,3cbac2b095629d64550631f07e483ae69fdaf401f985fa9ff2356b912cc26c0d
92_工具与代码/no_omission_check.py,796,8138de4005828445be1371b430b8d2eaf11d9dd7e7a863efb93bec90405ad435
92_工具与代码/zero_delta_validator_reference.py,1499,522013571d81ec2558ce2c23ffa4a4a30f9aab563f1f3d8f6a25a8eef825f060
README.md,1852,62be92f308a8b7c4f975ca0724847397970d85339df612d972e7cd4fd9173c8e
governance/05_KMFA_数据治理与质量门禁_v1_1.md,1670,48dbc6419d54f994450fecc90a7aceea87bcbf7a9fb5b57fd497487d79fae81d
governance/06_KMFA_模型公式函数参数主注册表_v1_1.yaml,1595,1af3a784429ed642e550fbf33732a361e2770c6feac2d59f46e0cb20bf4764cc
references/KMFA_前序包登记册_v1_1.csv,1734,b9ecdd1aaae465a06bd711608b69e2f72322f50f3c62bcec50cfd2a3d9389952
references/KMFA_用户上传数据源登记册_v1_1.csv,1231,706bd11a59aaafff37b60cf9bcd60c29146f4ac5708ce185d8aaef9224a8b617
references/KMFA_用户上传数据源登记册_v1_2.csv,850,531d33be974bb5c6905854f9df7e7e54c3dad269e7e48a7eb7750a1fb0d0212c
roadmap/02_KMFA_Codex_Development_Roadmap_18_Stages_v1_1.md,31710,de08602f659b2618883e686f88d3427a76c5358ec4f1491062d0b5df8b304cc5
roadmap/02_KMFA_Codex_Development_Roadmap_18_Stages_v1_2.md,32377,2d37fc8a0a11858176711b7e0800fc75fa1870f1510d2e774cfe3be5ac51c734
taskpack/01_KMFA_Codex_TaskPack_v1_1_完整防遗漏.md,10541,6446d5bcaab11be2b2e7cb4b1db673782d785062d8e9071152cabdb74b9dfcd5
taskpack/01_KMFA_Codex_TaskPack_v1_2_完整防遗漏_含HTML验收样板.md,13344,39ba2d486ba282f669a4c673e573f6d818a0885fc2d7e326b9a72c7e36732dd4
tests/08_KMFA_零差异验证与测试计划_v1_1.md,1310,5b4c7dca0268ea34ba933c8a662217eb9fea887097d0afff86de62214d7d9ca8
tools/no_omission_check.py,796,8138de4005828445be1371b430b8d2eaf11d9dd7e7a863efb93bec90405ad435
tools/zero_delta_validator_reference.py,1499,522013571d81ec2558ce2c23ffa4a4a30f9aab563f1f3d8f6a25a8eef825f060
uiux/09_KMFA_前端交互与人类可读报告规范_v1_1.md,1266,282cfd263d13a8d38b84d4271fcb09b73ecb707700a0842b38a436466476aff4
